Income,Education,PhysActivity,Veggies,HvyAlcoholConsump,Fruits,User Reference
5.0,6.0,0.0,0.0,0.0,0.0,User_46060
7.0,5.0,1.0,1.0,0.0,0.0,User_46061
7.0,6.0,1.0,1.0,0.0,0.0,User_46062
8.0,4.0,1.0,1.0,0.0,0.0,User_46063
7.0,6.0,1.0,1.0,0.0,0.0,User_46064
8.0,6.0,1.0,0.0,0.0,0.0,User_46065
4.0,5.0,1.0,1.0,0.0,1.0,User_46066
7.0,6.0,1.0,1.0,0.0,1.0,User_46067
5.0,6.0,0.0,1.0,0.0,1.0,User_46068
8.0,4.0,1.0,0.0,0.0,1.0,User_46069
3.0,3.0,0.0,0.0,0.0,0.0,User_46070
6.0,5.0,1.0,1.0,0.0,1.0,User_46071
8.0,6.0,1.0,1.0,0.0,1.0,User_46072
3.0,2.0,0.0,1.0,0.0,1.0,User_46073
6.0,6.0,1.0,1.0,0.0,0.0,User_46074
8.0,4.0,0.0,1.0,0.0,1.0,User_46075
2.0,5.0,1.0,1.0,0.0,1.0,User_46076
8.0,5.0,1.0,1.0,1.0,1.0,User_46077
3.0,4.0,0.0,1.0,0.0,0.0,User_46078
8.0,6.0,1.0,1.0,0.0,1.0,User_46079
8.0,5.0,1.0,0.0,0.0,0.0,User_46080
3.0,3.0,1.0,1.0,0.0,0.0,User_46081
8.0,6.0,0.0,1.0,0.0,0.0,User_46082
6.0,4.0,0.0,1.0,0.0,0.0,User_46083
8.0,6.0,1.0,1.0,0.0,1.0,User_46084
7.0,6.0,1.0,1.0,0.0,1.0,User_46085
8.0,4.0,1.0,1.0,0.0,1.0,User_46086
7.0,5.0,1.0,1.0,0.0,1.0,User_46087
5.0,5.0,0.0,0.0,0.0,0.0,User_46088
4.0,4.0,1.0,1.0,0.0,0.0,User_46089
4.0,4.0,1.0,1.0,0.0,0.0,User_46090
8.0,6.0,1.0,1.0,0.0,0.0,User_46091
4.0,5.0,1.0,1.0,0.0,1.0,User_46092
8.0,5.0,1.0,1.0,0.0,0.0,User_46093
4.0,4.0,1.0,1.0,0.0,1.0,User_46094
6.0,6.0,1.0,1.0,0.0,0.0,User_46095
5.0,4.0,0.0,0.0,0.0,0.0,User_46096
8.0,6.0,1.0,1.0,0.0,1.0,User_46097
3.0,4.0,1.0,1.0,0.0,0.0,User_46098
4.0,5.0,1.0,1.0,0.0,0.0,User_46099
7.0,6.0,0.0,1.0,1.0,0.0,User_46100
6.0,6.0,0.0,0.0,0.0,1.0,User_46101
8.0,6.0,1.0,1.0,0.0,0.0,User_46102
7.0,5.0,1.0,1.0,0.0,1.0,User_46103
5.0,6.0,1.0,1.0,0.0,1.0,User_46104
6.0,4.0,1.0,1.0,1.0,1.0,User_46105
2.0,4.0,1.0,0.0,0.0,1.0,User_46106
5.0,4.0,1.0,1.0,0.0,0.0,User_46107
8.0,6.0,1.0,1.0,0.0,1.0,User_46108
7.0,5.0,1.0,1.0,0.0,1.0,User_46109
6.0,5.0,1.0,1.0,0.0,1.0,User_46110
1.0,2.0,1.0,1.0,0.0,0.0,User_46111
4.0,5.0,0.0,1.0,0.0,1.0,User_46112
8.0,6.0,1.0,1.0,0.0,1.0,User_46113
8.0,4.0,0.0,1.0,0.0,0.0,User_46114
2.0,5.0,1.0,0.0,0.0,0.0,User_46115
7.0,6.0,1.0,1.0,0.0,0.0,User_46116
7.0,5.0,0.0,1.0,0.0,1.0,User_46117
7.0,4.0,1.0,1.0,0.0,1.0,User_46118
7.0,5.0,1.0,1.0,0.0,1.0,User_46119
8.0,4.0,1.0,1.0,0.0,0.0,User_46120
3.0,4.0,1.0,1.0,0.0,1.0,User_46121
7.0,5.0,1.0,1.0,0.0,0.0,User_46122
8.0,5.0,1.0,1.0,0.0,1.0,User_46123
6.0,6.0,1.0,0.0,0.0,0.0,User_46124
7.0,5.0,1.0,1.0,0.0,0.0,User_46125
7.0,4.0,1.0,0.0,0.0,0.0,User_46126
7.0,3.0,0.0,1.0,0.0,1.0,User_46127
3.0,4.0,1.0,0.0,0.0,1.0,User_46128
4.0,5.0,1.0,0.0,0.0,1.0,User_46129
7.0,5.0,1.0,1.0,0.0,1.0,User_46130
8.0,5.0,1.0,1.0,0.0,1.0,User_46131
8.0,6.0,1.0,1.0,0.0,1.0,User_46132
1.0,5.0,0.0,1.0,0.0,1.0,User_46133
8.0,6.0,1.0,1.0,0.0,0.0,User_46134
7.0,6.0,1.0,1.0,0.0,1.0,User_46135
6.0,4.0,1.0,0.0,0.0,1.0,User_46136
5.0,4.0,0.0,1.0,0.0,1.0,User_46137
8.0,6.0,1.0,1.0,0.0,1.0,User_46138
8.0,6.0,1.0,1.0,1.0,0.0,User_46139
3.0,6.0,1.0,0.0,0.0,0.0,User_46140
7.0,4.0,1.0,1.0,0.0,0.0,User_46141
7.0,4.0,1.0,0.0,0.0,0.0,User_46142
5.0,4.0,1.0,1.0,0.0,1.0,User_46143
6.0,3.0,0.0,0.0,1.0,0.0,User_46144
6.0,6.0,1.0,1.0,0.0,0.0,User_46145
4.0,4.0,1.0,1.0,1.0,1.0,User_46146
6.0,4.0,1.0,1.0,0.0,0.0,User_46147
6.0,3.0,1.0,0.0,0.0,1.0,User_46148
5.0,6.0,0.0,1.0,0.0,0.0,User_46149
8.0,6.0,1.0,1.0,1.0,1.0,User_46150
8.0,6.0,1.0,1.0,0.0,1.0,User_46151
4.0,2.0,1.0,1.0,0.0,1.0,User_46152
2.0,4.0,0.0,0.0,0.0,0.0,User_46153
8.0,6.0,1.0,1.0,0.0,0.0,User_46154
6.0,4.0,1.0,0.0,0.0,1.0,User_46155
5.0,4.0,0.0,0.0,0.0,0.0,User_46156
5.0,5.0,0.0,1.0,0.0,0.0,User_46157
5.0,5.0,1.0,0.0,0.0,0.0,User_46158
8.0,4.0,0.0,1.0,0.0,0.0,User_46159
8.0,6.0,1.0,1.0,0.0,1.0,User_46160
6.0,3.0,1.0,0.0,0.0,1.0,User_46161
5.0,4.0,0.0,0.0,0.0,1.0,User_46162
6.0,6.0,1.0,1.0,0.0,1.0,User_46163
5.0,4.0,1.0,1.0,0.0,1.0,User_46164
8.0,6.0,1.0,1.0,0.0,1.0,User_46165
4.0,5.0,1.0,0.0,0.0,0.0,User_46166
5.0,4.0,1.0,0.0,0.0,0.0,User_46167
3.0,4.0,1.0,1.0,0.0,0.0,User_46168
5.0,5.0,1.0,1.0,0.0,1.0,User_46169
8.0,6.0,1.0,1.0,0.0,1.0,User_46170
6.0,4.0,1.0,1.0,0.0,0.0,User_46171
6.0,4.0,1.0,1.0,0.0,0.0,User_46172
8.0,5.0,1.0,1.0,0.0,1.0,User_46173
7.0,6.0,1.0,0.0,0.0,0.0,User_46174
6.0,4.0,0.0,1.0,0.0,1.0,User_46175
4.0,3.0,1.0,1.0,0.0,0.0,User_46176
8.0,3.0,0.0,1.0,0.0,0.0,User_46177
7.0,6.0,1.0,1.0,0.0,0.0,User_46178
5.0,5.0,1.0,1.0,0.0,1.0,User_46179
7.0,6.0,1.0,1.0,0.0,1.0,User_46180
2.0,3.0,0.0,0.0,0.0,0.0,User_46181
6.0,5.0,1.0,1.0,0.0,0.0,User_46182
5.0,5.0,1.0,1.0,0.0,1.0,User_46183
5.0,5.0,1.0,1.0,0.0,1.0,User_46184
3.0,2.0,1.0,1.0,0.0,1.0,User_46185
6.0,6.0,1.0,1.0,0.0,1.0,User_46186
8.0,6.0,1.0,1.0,0.0,1.0,User_46187
8.0,6.0,1.0,1.0,0.0,0.0,User_46188
2.0,4.0,0.0,1.0,0.0,1.0,User_46189
6.0,6.0,1.0,1.0,0.0,1.0,User_46190
8.0,6.0,1.0,1.0,0.0,1.0,User_46191
8.0,4.0,0.0,0.0,0.0,1.0,User_46192
4.0,4.0,1.0,1.0,0.0,0.0,User_46193
7.0,6.0,1.0,1.0,0.0,1.0,User_46194
4.0,5.0,1.0,1.0,0.0,0.0,User_46195
6.0,6.0,1.0,1.0,0.0,0.0,User_46196
7.0,5.0,0.0,1.0,0.0,0.0,User_46197
8.0,6.0,1.0,1.0,0.0,1.0,User_46198
6.0,5.0,0.0,1.0,0.0,1.0,User_46199
1.0,4.0,0.0,1.0,0.0,0.0,User_46200
5.0,5.0,1.0,1.0,0.0,1.0,User_46201
8.0,6.0,0.0,1.0,0.0,1.0,User_46202
6.0,5.0,0.0,1.0,0.0,0.0,User_46203
2.0,4.0,0.0,1.0,0.0,1.0,User_46204
4.0,6.0,1.0,1.0,0.0,0.0,User_46205
8.0,6.0,1.0,1.0,0.0,1.0,User_46206
8.0,6.0,1.0,1.0,0.0,1.0,User_46207
3.0,3.0,0.0,0.0,0.0,1.0,User_46208
5.0,5.0,1.0,1.0,0.0,0.0,User_46209
8.0,6.0,0.0,1.0,1.0,1.0,User_46210
7.0,6.0,1.0,1.0,0.0,0.0,User_46211
5.0,4.0,0.0,1.0,0.0,0.0,User_46212
8.0,4.0,1.0,1.0,0.0,0.0,User_46213
7.0,4.0,1.0,1.0,0.0,0.0,User_46214
7.0,5.0,1.0,1.0,0.0,1.0,User_46215
6.0,6.0,0.0,1.0,0.0,1.0,User_46216
2.0,4.0,0.0,1.0,0.0,1.0,User_46217
8.0,6.0,1.0,0.0,0.0,1.0,User_46218
4.0,5.0,0.0,0.0,0.0,1.0,User_46219
7.0,6.0,1.0,1.0,0.0,0.0,User_46220
3.0,4.0,1.0,1.0,0.0,0.0,User_46221
8.0,6.0,1.0,1.0,0.0,1.0,User_46222
8.0,5.0,1.0,1.0,0.0,0.0,User_46223
3.0,6.0,0.0,1.0,0.0,1.0,User_46224
2.0,4.0,0.0,0.0,0.0,0.0,User_46225
7.0,4.0,1.0,0.0,0.0,0.0,User_46226
2.0,2.0,1.0,1.0,0.0,0.0,User_46227
7.0,6.0,1.0,1.0,0.0,0.0,User_46228
8.0,5.0,1.0,1.0,0.0,1.0,User_46229
8.0,6.0,1.0,0.0,0.0,0.0,User_46230
4.0,4.0,1.0,1.0,0.0,1.0,User_46231
6.0,5.0,1.0,1.0,0.0,1.0,User_46232
3.0,5.0,0.0,1.0,0.0,0.0,User_46233
7.0,4.0,1.0,1.0,0.0,0.0,User_46234
7.0,6.0,1.0,1.0,0.0,1.0,User_46235
5.0,4.0,1.0,1.0,0.0,0.0,User_46236
5.0,4.0,1.0,1.0,0.0,1.0,User_46237
8.0,6.0,1.0,1.0,0.0,1.0,User_46238
5.0,4.0,1.0,1.0,0.0,1.0,User_46239
5.0,6.0,1.0,1.0,0.0,1.0,User_46240
2.0,3.0,1.0,1.0,0.0,1.0,User_46241
7.0,6.0,1.0,1.0,0.0,1.0,User_46242
6.0,4.0,1.0,1.0,0.0,1.0,User_46243
6.0,4.0,1.0,1.0,0.0,0.0,User_46244
7.0,5.0,0.0,1.0,0.0,1.0,User_46245
8.0,5.0,0.0,1.0,0.0,1.0,User_46246
4.0,5.0,1.0,1.0,0.0,0.0,User_46247
8.0,6.0,1.0,1.0,0.0,1.0,User_46248
6.0,6.0,1.0,1.0,0.0,1.0,User_46249
6.0,5.0,1.0,1.0,0.0,0.0,User_46250
8.0,5.0,1.0,1.0,0.0,1.0,User_46251
7.0,5.0,1.0,1.0,0.0,1.0,User_46252
7.0,6.0,1.0,1.0,0.0,1.0,User_46253
7.0,5.0,1.0,1.0,0.0,1.0,User_46254
3.0,5.0,1.0,1.0,0.0,1.0,User_46255
4.0,5.0,1.0,1.0,0.0,1.0,User_46256
7.0,4.0,1.0,1.0,0.0,1.0,User_46257
8.0,6.0,0.0,1.0,0.0,1.0,User_46258
8.0,6.0,1.0,1.0,0.0,0.0,User_46259
8.0,6.0,1.0,1.0,0.0,1.0,User_46260
8.0,6.0,0.0,1.0,0.0,1.0,User_46261
5.0,6.0,1.0,1.0,0.0,0.0,User_46262
5.0,3.0,0.0,0.0,0.0,1.0,User_46263
7.0,4.0,1.0,1.0,0.0,1.0,User_46264
8.0,6.0,1.0,0.0,0.0,1.0,User_46265
8.0,6.0,1.0,0.0,0.0,1.0,User_46266
7.0,5.0,1.0,1.0,0.0,0.0,User_46267
6.0,6.0,1.0,1.0,0.0,1.0,User_46268
8.0,6.0,1.0,0.0,0.0,0.0,User_46269
6.0,5.0,1.0,1.0,0.0,1.0,User_46270
4.0,3.0,1.0,1.0,0.0,1.0,User_46271
5.0,6.0,1.0,1.0,0.0,1.0,User_46272
4.0,5.0,1.0,0.0,0.0,0.0,User_46273
7.0,6.0,1.0,1.0,0.0,1.0,User_46274
8.0,6.0,1.0,1.0,0.0,1.0,User_46275
4.0,6.0,1.0,1.0,0.0,1.0,User_46276
8.0,5.0,1.0,1.0,1.0,0.0,User_46277
1.0,4.0,1.0,1.0,0.0,1.0,User_46278
3.0,6.0,0.0,0.0,0.0,0.0,User_46279
6.0,6.0,1.0,1.0,0.0,0.0,User_46280
7.0,4.0,1.0,1.0,0.0,1.0,User_46281
7.0,6.0,1.0,1.0,0.0,1.0,User_46282
8.0,5.0,1.0,1.0,0.0,0.0,User_46283
7.0,5.0,1.0,1.0,0.0,1.0,User_46284
5.0,4.0,1.0,0.0,0.0,0.0,User_46285
8.0,6.0,1.0,1.0,0.0,1.0,User_46286
7.0,6.0,1.0,1.0,0.0,1.0,User_46287
8.0,6.0,1.0,1.0,0.0,1.0,User_46288
5.0,3.0,1.0,1.0,0.0,1.0,User_46289
6.0,5.0,1.0,1.0,0.0,1.0,User_46290
4.0,2.0,0.0,1.0,1.0,1.0,User_46291
4.0,2.0,0.0,0.0,0.0,1.0,User_46292
8.0,6.0,1.0,1.0,0.0,0.0,User_46293
8.0,5.0,1.0,1.0,0.0,1.0,User_46294
4.0,5.0,1.0,1.0,0.0,0.0,User_46295
8.0,6.0,1.0,0.0,0.0,1.0,User_46296
5.0,5.0,0.0,1.0,0.0,1.0,User_46297
8.0,5.0,1.0,1.0,0.0,1.0,User_46298
8.0,6.0,1.0,1.0,1.0,1.0,User_46299
3.0,6.0,1.0,0.0,0.0,1.0,User_46300
8.0,5.0,0.0,1.0,0.0,0.0,User_46301
8.0,6.0,1.0,0.0,0.0,0.0,User_46302
8.0,6.0,1.0,1.0,0.0,1.0,User_46303
3.0,6.0,1.0,1.0,0.0,1.0,User_46304
4.0,5.0,0.0,1.0,0.0,1.0,User_46305
5.0,4.0,1.0,1.0,0.0,0.0,User_46306
5.0,4.0,1.0,1.0,0.0,0.0,User_46307
4.0,4.0,0.0,1.0,0.0,1.0,User_46308
7.0,4.0,0.0,1.0,0.0,0.0,User_46309
5.0,6.0,1.0,1.0,0.0,1.0,User_46310
8.0,6.0,1.0,1.0,0.0,0.0,User_46311
8.0,6.0,1.0,1.0,0.0,1.0,User_46312
6.0,5.0,1.0,1.0,0.0,1.0,User_46313
5.0,4.0,0.0,1.0,0.0,0.0,User_46314
2.0,5.0,1.0,1.0,0.0,1.0,User_46315
6.0,6.0,1.0,1.0,0.0,1.0,User_46316
8.0,6.0,1.0,1.0,0.0,1.0,User_46317
3.0,5.0,1.0,1.0,0.0,1.0,User_46318
7.0,6.0,1.0,1.0,0.0,0.0,User_46319
6.0,4.0,0.0,1.0,0.0,0.0,User_46320
6.0,5.0,1.0,1.0,0.0,1.0,User_46321
7.0,5.0,1.0,0.0,0.0,0.0,User_46322
7.0,5.0,1.0,1.0,0.0,1.0,User_46323
4.0,5.0,0.0,1.0,0.0,0.0,User_46324
3.0,4.0,1.0,0.0,0.0,0.0,User_46325
8.0,6.0,1.0,0.0,0.0,0.0,User_46326
8.0,6.0,1.0,1.0,0.0,1.0,User_46327
6.0,4.0,1.0,1.0,0.0,1.0,User_46328
8.0,5.0,1.0,1.0,0.0,1.0,User_46329
7.0,6.0,1.0,0.0,0.0,0.0,User_46330
7.0,4.0,1.0,1.0,0.0,0.0,User_46331
6.0,4.0,1.0,1.0,0.0,1.0,User_46332
3.0,4.0,1.0,1.0,0.0,0.0,User_46333
1.0,6.0,1.0,1.0,0.0,1.0,User_46334
3.0,5.0,1.0,1.0,0.0,1.0,User_46335
4.0,5.0,1.0,1.0,0.0,1.0,User_46336
8.0,6.0,1.0,1.0,0.0,1.0,User_46337
8.0,5.0,1.0,1.0,0.0,1.0,User_46338
7.0,6.0,1.0,1.0,1.0,1.0,User_46339
8.0,6.0,1.0,1.0,0.0,0.0,User_46340
7.0,6.0,1.0,1.0,0.0,1.0,User_46341
5.0,5.0,1.0,1.0,0.0,0.0,User_46342
7.0,5.0,0.0,1.0,0.0,1.0,User_46343
5.0,5.0,1.0,1.0,0.0,1.0,User_46344
4.0,4.0,0.0,0.0,0.0,0.0,User_46345
8.0,6.0,1.0,1.0,0.0,1.0,User_46346
8.0,6.0,1.0,1.0,0.0,0.0,User_46347
8.0,5.0,1.0,1.0,0.0,0.0,User_46348
7.0,6.0,1.0,0.0,0.0,0.0,User_46349
8.0,6.0,1.0,1.0,0.0,1.0,User_46350
8.0,6.0,1.0,1.0,0.0,1.0,User_46351
7.0,4.0,1.0,1.0,0.0,0.0,User_46352
7.0,6.0,1.0,1.0,0.0,1.0,User_46353
8.0,5.0,1.0,1.0,0.0,1.0,User_46354
5.0,4.0,1.0,1.0,0.0,0.0,User_46355
6.0,5.0,1.0,1.0,0.0,1.0,User_46356
6.0,6.0,1.0,1.0,0.0,1.0,User_46357
6.0,5.0,0.0,1.0,0.0,0.0,User_46358
7.0,5.0,1.0,0.0,0.0,1.0,User_46359
8.0,6.0,1.0,1.0,0.0,1.0,User_46360
2.0,5.0,0.0,1.0,0.0,1.0,User_46361
5.0,6.0,1.0,1.0,0.0,1.0,User_46362
6.0,6.0,1.0,1.0,0.0,1.0,User_46363
3.0,6.0,1.0,1.0,0.0,1.0,User_46364
6.0,6.0,0.0,1.0,0.0,1.0,User_46365
5.0,3.0,0.0,1.0,0.0,1.0,User_46366
7.0,4.0,1.0,1.0,0.0,1.0,User_46367
4.0,6.0,1.0,1.0,0.0,0.0,User_46368
8.0,6.0,0.0,1.0,0.0,0.0,User_46369
8.0,6.0,0.0,1.0,0.0,1.0,User_46370
7.0,6.0,1.0,1.0,0.0,1.0,User_46371
8.0,6.0,1.0,1.0,0.0,1.0,User_46372
8.0,6.0,1.0,1.0,1.0,1.0,User_46373
4.0,3.0,0.0,1.0,0.0,1.0,User_46374
5.0,6.0,1.0,1.0,0.0,0.0,User_46375
8.0,6.0,1.0,1.0,1.0,1.0,User_46376
6.0,5.0,1.0,0.0,0.0,0.0,User_46377
4.0,5.0,1.0,0.0,0.0,1.0,User_46378
7.0,6.0,0.0,1.0,0.0,1.0,User_46379
4.0,4.0,1.0,0.0,0.0,1.0,User_46380
8.0,6.0,1.0,1.0,0.0,1.0,User_46381
6.0,6.0,1.0,0.0,0.0,0.0,User_46382
7.0,5.0,1.0,1.0,0.0,0.0,User_46383
8.0,6.0,0.0,1.0,0.0,1.0,User_46384
6.0,5.0,1.0,1.0,0.0,0.0,User_46385
7.0,6.0,0.0,1.0,0.0,0.0,User_46386
4.0,6.0,0.0,1.0,0.0,1.0,User_46387
7.0,6.0,1.0,1.0,0.0,0.0,User_46388
8.0,6.0,1.0,1.0,0.0,1.0,User_46389
5.0,4.0,1.0,1.0,0.0,0.0,User_46390
8.0,6.0,1.0,1.0,0.0,1.0,User_46391
8.0,6.0,1.0,1.0,0.0,0.0,User_46392
8.0,6.0,1.0,1.0,0.0,1.0,User_46393
6.0,4.0,0.0,0.0,0.0,0.0,User_46394
2.0,3.0,1.0,1.0,0.0,1.0,User_46395
7.0,5.0,0.0,0.0,0.0,1.0,User_46396
4.0,5.0,0.0,1.0,1.0,0.0,User_46397
4.0,5.0,1.0,1.0,0.0,0.0,User_46398
6.0,4.0,1.0,0.0,0.0,1.0,User_46399
8.0,6.0,1.0,1.0,0.0,1.0,User_46400
7.0,4.0,0.0,1.0,0.0,0.0,User_46401
8.0,6.0,1.0,1.0,0.0,1.0,User_46402
1.0,6.0,1.0,1.0,0.0,0.0,User_46403
2.0,5.0,1.0,1.0,0.0,0.0,User_46404
6.0,6.0,0.0,1.0,0.0,0.0,User_46405
7.0,5.0,0.0,1.0,0.0,0.0,User_46406
3.0,4.0,1.0,0.0,0.0,0.0,User_46407
5.0,6.0,0.0,1.0,0.0,0.0,User_46408
1.0,4.0,0.0,0.0,0.0,1.0,User_46409
1.0,3.0,0.0,1.0,0.0,1.0,User_46410
5.0,4.0,1.0,1.0,0.0,1.0,User_46411
7.0,4.0,1.0,1.0,0.0,0.0,User_46412
8.0,5.0,1.0,1.0,0.0,1.0,User_46413
4.0,5.0,0.0,0.0,0.0,0.0,User_46414
8.0,5.0,1.0,1.0,0.0,1.0,User_46415
1.0,4.0,0.0,1.0,0.0,0.0,User_46416
8.0,5.0,0.0,1.0,0.0,1.0,User_46417
2.0,4.0,0.0,1.0,1.0,1.0,User_46418
6.0,4.0,1.0,1.0,0.0,1.0,User_46419
7.0,6.0,0.0,1.0,0.0,0.0,User_46420
6.0,6.0,1.0,1.0,0.0,1.0,User_46421
6.0,4.0,1.0,1.0,0.0,0.0,User_46422
4.0,4.0,1.0,0.0,0.0,0.0,User_46423
4.0,5.0,0.0,1.0,0.0,0.0,User_46424
5.0,4.0,1.0,0.0,0.0,0.0,User_46425
7.0,6.0,1.0,1.0,0.0,1.0,User_46426
8.0,4.0,1.0,1.0,0.0,1.0,User_46427
6.0,6.0,1.0,1.0,0.0,1.0,User_46428
7.0,4.0,1.0,0.0,0.0,1.0,User_46429
2.0,6.0,0.0,1.0,0.0,1.0,User_46430
1.0,5.0,1.0,1.0,0.0,1.0,User_46431
4.0,6.0,1.0,1.0,0.0,1.0,User_46432
6.0,4.0,1.0,1.0,0.0,0.0,User_46433
3.0,5.0,0.0,0.0,0.0,0.0,User_46434
7.0,6.0,1.0,1.0,0.0,1.0,User_46435
7.0,4.0,1.0,1.0,0.0,0.0,User_46436
5.0,4.0,1.0,1.0,0.0,1.0,User_46437
8.0,5.0,1.0,1.0,0.0,0.0,User_46438
2.0,5.0,0.0,0.0,0.0,0.0,User_46439
6.0,4.0,1.0,0.0,1.0,0.0,User_46440
8.0,5.0,1.0,1.0,0.0,0.0,User_46441
1.0,4.0,1.0,1.0,0.0,1.0,User_46442
2.0,3.0,0.0,1.0,0.0,1.0,User_46443
4.0,4.0,1.0,1.0,0.0,1.0,User_46444
8.0,5.0,1.0,1.0,0.0,1.0,User_46445
1.0,6.0,1.0,0.0,0.0,0.0,User_46446
6.0,5.0,1.0,1.0,0.0,1.0,User_46447
5.0,3.0,0.0,0.0,0.0,0.0,User_46448
6.0,5.0,1.0,1.0,1.0,0.0,User_46449
4.0,6.0,0.0,0.0,0.0,1.0,User_46450
2.0,4.0,1.0,0.0,0.0,1.0,User_46451
2.0,4.0,1.0,1.0,0.0,1.0,User_46452
6.0,4.0,1.0,1.0,0.0,0.0,User_46453
7.0,6.0,0.0,1.0,0.0,1.0,User_46454
6.0,6.0,1.0,1.0,0.0,0.0,User_46455
7.0,5.0,1.0,0.0,0.0,0.0,User_46456
7.0,4.0,1.0,1.0,0.0,0.0,User_46457
3.0,5.0,1.0,0.0,0.0,1.0,User_46458
8.0,4.0,1.0,1.0,0.0,1.0,User_46459
2.0,4.0,0.0,1.0,0.0,0.0,User_46460
6.0,6.0,1.0,1.0,0.0,1.0,User_46461
8.0,5.0,1.0,1.0,0.0,0.0,User_46462
7.0,4.0,1.0,0.0,0.0,0.0,User_46463
7.0,6.0,1.0,1.0,0.0,1.0,User_46464
2.0,4.0,1.0,0.0,0.0,0.0,User_46465
7.0,6.0,1.0,1.0,0.0,1.0,User_46466
5.0,5.0,0.0,0.0,0.0,1.0,User_46467
7.0,5.0,1.0,1.0,0.0,0.0,User_46468
3.0,6.0,1.0,1.0,0.0,1.0,User_46469
6.0,6.0,1.0,1.0,0.0,1.0,User_46470
3.0,4.0,1.0,1.0,0.0,0.0,User_46471
2.0,5.0,1.0,0.0,0.0,0.0,User_46472
5.0,4.0,0.0,1.0,0.0,0.0,User_46473
8.0,6.0,1.0,1.0,0.0,1.0,User_46474
7.0,4.0,1.0,0.0,0.0,0.0,User_46475
8.0,4.0,1.0,1.0,0.0,1.0,User_46476
6.0,5.0,0.0,1.0,0.0,1.0,User_46477
8.0,6.0,0.0,1.0,0.0,0.0,User_46478
8.0,6.0,1.0,1.0,0.0,1.0,User_46479
6.0,5.0,1.0,0.0,0.0,0.0,User_46480
3.0,4.0,1.0,0.0,0.0,1.0,User_46481
8.0,6.0,1.0,0.0,0.0,0.0,User_46482
8.0,6.0,1.0,1.0,0.0,1.0,User_46483
1.0,2.0,0.0,1.0,0.0,1.0,User_46484
4.0,4.0,1.0,1.0,0.0,1.0,User_46485
7.0,6.0,1.0,1.0,0.0,0.0,User_46486
8.0,6.0,1.0,1.0,0.0,0.0,User_46487
2.0,5.0,1.0,1.0,0.0,0.0,User_46488
6.0,4.0,1.0,1.0,0.0,1.0,User_46489
5.0,4.0,1.0,1.0,0.0,1.0,User_46490
8.0,6.0,1.0,0.0,0.0,0.0,User_46491
2.0,5.0,1.0,0.0,0.0,0.0,User_46492
1.0,4.0,1.0,1.0,0.0,0.0,User_46493
8.0,6.0,0.0,1.0,0.0,0.0,User_46494
5.0,5.0,1.0,1.0,0.0,1.0,User_46495
3.0,4.0,0.0,1.0,0.0,0.0,User_46496
8.0,6.0,1.0,1.0,0.0,1.0,User_46497
7.0,4.0,0.0,0.0,0.0,0.0,User_46498
7.0,6.0,1.0,1.0,0.0,1.0,User_46499
6.0,6.0,1.0,0.0,0.0,0.0,User_46500
8.0,5.0,0.0,1.0,0.0,1.0,User_46501
4.0,3.0,0.0,1.0,0.0,1.0,User_46502
8.0,6.0,1.0,1.0,0.0,1.0,User_46503
5.0,4.0,0.0,0.0,0.0,1.0,User_46504
6.0,5.0,1.0,1.0,0.0,1.0,User_46505
8.0,4.0,1.0,1.0,0.0,0.0,User_46506
1.0,4.0,1.0,1.0,0.0,1.0,User_46507
4.0,4.0,1.0,0.0,0.0,0.0,User_46508
4.0,6.0,0.0,1.0,0.0,1.0,User_46509
7.0,5.0,1.0,1.0,0.0,1.0,User_46510
2.0,4.0,1.0,0.0,0.0,0.0,User_46511
8.0,6.0,1.0,1.0,0.0,0.0,User_46512
7.0,5.0,1.0,1.0,0.0,0.0,User_46513
6.0,4.0,1.0,0.0,0.0,1.0,User_46514
8.0,6.0,1.0,1.0,0.0,1.0,User_46515
3.0,5.0,1.0,1.0,0.0,0.0,User_46516
8.0,6.0,1.0,1.0,0.0,0.0,User_46517
2.0,4.0,1.0,1.0,0.0,0.0,User_46518
1.0,3.0,1.0,1.0,0.0,1.0,User_46519
7.0,6.0,1.0,1.0,0.0,1.0,User_46520
8.0,6.0,1.0,1.0,0.0,1.0,User_46521
4.0,3.0,0.0,1.0,1.0,0.0,User_46522
3.0,5.0,1.0,0.0,0.0,0.0,User_46523
3.0,5.0,0.0,1.0,0.0,0.0,User_46524
7.0,5.0,1.0,0.0,0.0,1.0,User_46525
4.0,3.0,1.0,1.0,0.0,0.0,User_46526
5.0,6.0,0.0,0.0,0.0,1.0,User_46527
7.0,6.0,0.0,1.0,0.0,0.0,User_46528
5.0,4.0,0.0,1.0,0.0,1.0,User_46529
8.0,6.0,0.0,1.0,0.0,0.0,User_46530
4.0,5.0,0.0,0.0,0.0,0.0,User_46531
2.0,4.0,0.0,1.0,0.0,0.0,User_46532
3.0,6.0,1.0,1.0,0.0,1.0,User_46533
8.0,6.0,0.0,1.0,0.0,0.0,User_46534
6.0,6.0,1.0,1.0,0.0,1.0,User_46535
1.0,5.0,1.0,1.0,0.0,1.0,User_46536
4.0,3.0,0.0,1.0,0.0,0.0,User_46537
2.0,4.0,0.0,0.0,0.0,0.0,User_46538
8.0,6.0,0.0,1.0,0.0,0.0,User_46539
4.0,4.0,1.0,1.0,0.0,0.0,User_46540
